Kanji,Onyomi,Kunyomi,English,JLPT Level,Category,kanji_to_english,english_to_kanji,kanji_to_pronunciation,pronunciation_to_kanji,english_to_pronunciation,pronunciation_to_english
生きる,,いきる,to live,N4,Vocabulary,,,,,not studied,not studied
意見,,いけん,opinion,N4,Vocabulary,,,,,not studied,not studied
石,,いし,stone,N4,Vocabulary,,,,,not studied,not studied
,,いじめる,to tease,N4,Vocabulary,,,,,not studied,not studied
以上,,いじょう,"more than,this is all",N4,Vocabulary,,,,,not studied,not studied
急ぐ,,いそぐ,to hurry,N4,Vocabulary,,,,,not studied,not studied
致す,,いたす,(humble) to do,N4,Vocabulary,,,,,not studied,not studied
,,いただく,(humble) to receive,N4,Vocabulary,,,,,not studied,not studied
一度,,いちど,once,N4,Vocabulary,,,,,not studied,not studied
一生懸命,,いっしょうけんめい,with utmost effort,N4,Vocabulary,,,,,not studied,not studied
,,いっぱい,full,N4,Vocabulary,,,,,not studied,not studied
糸,,いと,thread,N4,Vocabulary,,,,,not studied,not studied
以内,,いない,within,N4,Vocabulary,,,,,not studied,not studied
田舎,,いなか,countryside,N4,Vocabulary,,,,,not studied,not studied
祈る,,いのる,to pray,N4,Vocabulary,,,,,not studied,not studied
,,いらっしゃる,"(respectful) to be,to come or to go",N4,Vocabulary,,,,,not studied,not studied
植える,,うえる,"to plant,to grow",N4,Vocabulary,,,,,not studied,not studied
,,うかがう,to visit,N4,Vocabulary,,,,,not studied,not studied
受付,,うけつけ,receipt,N4,Vocabulary,,,,,not studied,not studied
受ける,,うける,to take a lesson or test,N4,Vocabulary,,,,,not studied,not studied
動く,,うごく,to move,N4,Vocabulary,,,,,not studied,not studied
,,うそ,a lie,N4,Vocabulary,,,,,not studied,not studied
,,うち,within,N4,Vocabulary,,,,,not studied,not studied
打つ,,うつ,to hit,N4,Vocabulary,,,,,not studied,not studied
美しい,,うつくしい,beautiful,N4,Vocabulary,,,,,not studied,not studied
写す,,うつす,to copy or photograph,N4,Vocabulary,,,,,not studied,not studied
移る,,うつる,to move house or transfer,N4,Vocabulary,,,,,not studied,not studied
腕,,うで,arm,N4,Vocabulary,,,,,not studied,not studied
,,うまい,delicious,N4,Vocabulary,,,,,not studied,not studied
裏,,うら,reverse side,N4,Vocabulary,,,,,not studied,not studied
売り場,,うりば,place where things are sold,N4,Vocabulary,,,,,not studied,not studied
,,うれしい,glad,N4,Vocabulary,,,,,not studied,not studied
,,うん,(informal) yes,N4,Vocabulary,,,,,not studied,not studied
運転,,うんてん・する,to drive,N4,Vocabulary,,,,,not studied,not studied
運転手,,うんてんしゅ,driver,N4,Vocabulary,,,,,not studied,not studied
運動,,うんどう・する,to exercise,N4,Vocabulary,,,,,not studied,not studied
,,エスカレーター,escalator,N4,Vocabulary,,,,,not studied,not studied
枝,,えだ,"branch, twig",N4,Vocabulary,,,,,not studied,not studied
選ぶ,,えらぶ,to choose,N4,Vocabulary,,,,,not studied,not studied
遠慮,,えんりょ・する,"to be reserved, to be restrained",N4,Vocabulary,,,,,not studied,not studied
,,おいでになる,(respectful) to be,N4,Vocabulary,,,,,not studied,not studied
お祝い,,おいわい,congratulation,N4,Vocabulary,,,,,not studied,not studied
,,オートバイ,motorcycle,N4,Vocabulary,,,,,not studied,not studied
,,おかげ,owing to,N4,Vocabulary,,,,,not studied,not studied
,,おかしい,strange or funny,N4,Vocabulary,,,,,not studied,not studied
億,,おく,one hundred million,N4,Vocabulary,,,,,not studied,not studied
屋上,,おくじょう,rooftop,N4,Vocabulary,,,,,not studied,not studied
贈り物,,おくりもの,gift,N4,Vocabulary,,,,,not studied,not studied
送る,,おくる,to send,N4,Vocabulary,,,,,not studied,not studied
遅れる,,おくれる,to be late,N4,Vocabulary,,,,,not studied,not studied
起す,,おこす,to wake,N4,Vocabulary,,,,,not studied,not studied
行う,,おこなう,to do,N4,Vocabulary,,,,,not studied,not studied
怒る,,おこる,"to get angry,to be angry",N4,Vocabulary,,,,,not studied,not studied
押し入れ,,おしいれ,closet,N4,Vocabulary,,,,,not studied,not studied
お嬢さん,,おじょうさん,young lady,N4,Vocabulary,,,,,not studied,not studied
お宅,,おたく,(polite) your house,N4,Vocabulary,,,,,not studied,not studied
落る,,おちる,to fall or drop,N4,Vocabulary,,,,,not studied,not studied
,,おっしゃる,(respectful) to say,N4,Vocabulary,,,,,not studied,not studied
夫,,おっと,husband,N4,Vocabulary,,,,,not studied,not studied
,,おつり,"change from purchase, balance",N4,Vocabulary,,,,,not studied,not studied
音,,おと,"sound,note",N4,Vocabulary,,,,,not studied,not studied
落す,,おとす,to drop,N4,Vocabulary,,,,,not studied,not studied
踊り,,おどり,a dance,N4,Vocabulary,,,,,not studied,not studied
踊る,,おどる,to dance,N4,Vocabulary,,,,,not studied,not studied
驚く,,おどろく,to be surprised,N4,Vocabulary,,,,,not studied,not studied
お祭り,,おまつり,festival,N4,Vocabulary,,,,,not studied,not studied
お見舞い,,おみまい,"calling on someone who is ill,enquiry",N4,Vocabulary,,,,,not studied,not studied
お土産,,おみやげ,souvenir,N4,Vocabulary,,,,,not studied,not studied
思い出す,,おもいだす,to remember,N4,Vocabulary,,,,,not studied,not studied
思う,,おもう,"to think,to feel",N4,Vocabulary,,,,,not studied,not studied
,,おもちゃ,toy,N4,Vocabulary,,,,,not studied,not studied
表,,おもて,the front,N4,Vocabulary,,,,,not studied,not studied
親,,おや,parents,N4,Vocabulary,,,,,not studied,not studied
下りる,,おりる,to get off,N4,Vocabulary,,,,,not studied,not studied
折る,,おる,to break or to fold,N4,Vocabulary,,,,,not studied,not studied
お礼,,おれい,expression of gratitude,N4,Vocabulary,,,,,not studied,not studied
折れる,,おれる,to break or be folded,N4,Vocabulary,,,,,not studied,not studied
終わり,,おわり,the end,N4,Vocabulary,,,,,not studied,not studied
,,カーテン,curtain,N4,Vocabulary,,,,,not studied,not studied
海岸,,かいがん,coast,N4,Vocabulary,,,,,not studied,not studied
会議,,かいぎ,meeting,N4,Vocabulary,,,,,not studied,not studied
会議室,,かいぎしつ,meeting room,N4,Vocabulary,,,,,not studied,not studied
会場,,かいじょう,assembly hall or meeting place,N4,Vocabulary,,,,,not studied,not studied
会話,,かいわ,conversation,N4,Vocabulary,,,,,not studied,not studied
帰り,,かえり,return,N4,Vocabulary,,,,,not studied,not studied
変える,,かえる,to change,N4,Vocabulary,,,,,not studied,not studied
科学,,かがく,science,N4,Vocabulary,,,,,not studied,not studied
鏡,,かがみ,mirror,N4,Vocabulary,,,,,not studied,not studied
掛ける,,かける,to hang something,N4,Vocabulary,,,,,not studied,not studied
飾る,,かざる,to decorate,N4,Vocabulary,,,,,not studied,not studied
火事,,かじ,fire,N4,Vocabulary,,,,,not studied,not studied
,,ガス,petrol,N4,Vocabulary,,,,,not studied,not studied
,,ガソリン,petrol,N4,Vocabulary,,,,,not studied,not studied
,,ガソリンスタンド,petrol station,N4,Vocabulary,,,,,not studied,not studied
堅/硬/固い,,かたい,hard,N4,Vocabulary,,,,,not studied,not studied
形,,かたち,shape,N4,Vocabulary,,,,,not studied,not studied
片付ける,,かたづける,to tidy up,N4,Vocabulary,,,,,not studied,not studied
課長,,かちょう,section manager,N4,Vocabulary,,,,,not studied,not studied
勝つ,,かつ,to win,N4,Vocabulary,,,,,not studied,not studied
,,かっこう,appearance,N4,Vocabulary,,,,,not studied,not studied
家内,,かない,housewife,N4,Vocabulary,,,,,not studied,not studied
悲しい,,かなしい,sad,N4,Vocabulary,,,,,not studied,not studied
必ず,,かならず,"certainly,necessarily",N4,Vocabulary,,,,,not studied,not studied
お・金持ち,,かねもち/おかねもち,rich man,N4,Vocabulary,,,,,not studied,not studied
彼女,,かのじょ,"she,girlfriend",N4,Vocabulary,,,,,not studied,not studied
壁,,かべ,wall,N4,Vocabulary,,,,,not studied,not studied
,,かまう,to mind,N4,Vocabulary,,,,,not studied,not studied
髪,,かみ,hair,N4,Vocabulary,,,,,not studied,not studied
噛む,,かむ,"to bite,to chew",N4,Vocabulary,,,,,not studied,not studied
通う,,かよう,to commute,N4,Vocabulary,,,,,not studied,not studied
,,ガラス,a glass pane,N4,Vocabulary,,,,,not studied,not studied
彼,,かれ,"he,boyfriend",N4,Vocabulary,,,,,not studied,not studied
彼ら,,かれら,they,N4,Vocabulary,,,,,not studied,not studied
乾く,,かわく,to get dry,N4,Vocabulary,,,,,not studied,not studied
代わり,,かわり,"substitute,alternate",N4,Vocabulary,,,,,not studied,not studied
変わる,,かわる,to change,N4,Vocabulary,,,,,not studied,not studied
考える,,かんがえる,to consider,N4,Vocabulary,,,,,not studied,not studied
関係,,かんけい,relationship,N4,Vocabulary,,,,,not studied,not studied
看護婦,,かんごふ,female nurse,N4,Vocabulary,,,,,not studied,not studied
簡単,,かんたん,simple,N4,Vocabulary,,,,,not studied,not studied
気,,き,"spirit,mood",N4,Vocabulary,,,,,not studied,not studied
機会,,きかい,opportunity,N4,Vocabulary,,,,,not studied,not studied
危険,,きけん,danger,N4,Vocabulary,,,,,not studied,not studied
聞こえる,,きこえる,to be heard,N4,Vocabulary,,,,,not studied,not studied
汽車,,きしゃ,steam train,N4,Vocabulary,,,,,not studied,not studied
技術,,ぎじゅつ,"art,technology,skill",N4,Vocabulary,,,,,not studied,not studied
季節,,きせつ,season,N4,Vocabulary,,,,,not studied,not studied
規則,,きそく,regulations,N4,Vocabulary,,,,,not studied,not studied
,,きっと,surely,N4,Vocabulary,,,,,not studied,not studied
絹,,きぬ,silk,N4,Vocabulary,,,,,not studied,not studied
厳しい,,きびしい,strict,N4,Vocabulary,,,,,not studied,not studied
気分,,きぶん,mood,N4,Vocabulary,,,,,not studied,not studied
決る,,きまる,to be decided,N4,Vocabulary,,,,,not studied,not studied
君,,きみ,(informal) You (used by men towards women),N4,Vocabulary,,,,,not studied,not studied
決める,,きめる,to decide,N4,Vocabulary,,,,,not studied,not studied
気持ち,,きもち,"feeling,mood",N4,Vocabulary,,,,,not studied,not studied
着物,,きもの,kimono,N4,Vocabulary,,,,,not studied,not studied
客,,きゃく,"guest,customer",N4,Vocabulary,,,,,not studied,not studied
急,,きゅう,"urgent, steep",N4,Vocabulary,,,,,not studied,not studied
急行,,きゅうこう,"speedy, express",N4,Vocabulary,,,,,not studied,not studied
教育,,きょういく,education,N4,Vocabulary,,,,,not studied,not studied
教会,,きょうかい,church,N4,Vocabulary,,,,,not studied,not studied
競争,,きょうそう,competition,N4,Vocabulary,,,,,not studied,not studied
興味,,きょうみ,an interest,N4,Vocabulary,,,,,not studied,not studied
近所,,きんじょ,neighbourhood,N4,Vocabulary,,,,,not studied,not studied
具合,,ぐあい,"condition,health",N4,Vocabulary,,,,,not studied,not studied
空気,,くうき,"air,atmosphere",N4,Vocabulary,,,,,not studied,not studied
空港,,くうこう,airport,N4,Vocabulary,,,,,not studied,not studied
草,,くさ,grass,N4,Vocabulary,,,,,not studied,not studied
,,くださる,(respectful) to give,N4,Vocabulary,,,,,not studied,not studied
首,,くび,neck,N4,Vocabulary,,,,,not studied,not studied
雲,,くも,cloud,N4,Vocabulary,,,,,not studied,not studied
比べる,,くらべる,to compare,N4,Vocabulary,,,,,not studied,not studied
,,くれる,to give,N4,Vocabulary,,,,,not studied,not studied
暮れる,,くれる,"to get dark,to come to an end",N4,Vocabulary,,,,,not studied,not studied
君,,くん,suffix for familiar young male,N4,Vocabulary,,,,,not studied,not studied
毛,,け,hair or fur,N4,Vocabulary,,,,,not studied,not studied
計画,,けいかく・する,to plan,N4,Vocabulary,,,,,not studied,not studied
経験,,けいけん・する,to experience,N4,Vocabulary,,,,,not studied,not studied
経済,,けいざい,"finance,economy",N4,Vocabulary,,,,,not studied,not studied
警察,,けいさつ,police,N4,Vocabulary,,,,,not studied,not studied
,,ケーキ,cake,N4,Vocabulary,,,,,not studied,not studied
,,けが・する,to injure,N4,Vocabulary,,,,,not studied,not studied
景色,,けしき,"scene,landscape",N4,Vocabulary,,,,,not studied,not studied
消しゴム,,けしゴム,eraser,N4,Vocabulary,,,,,not studied,not studied
下宿,,げしゅく,lodging,N4,Vocabulary,,,,,not studied,not studied
決して,,けっして,never,N4,Vocabulary,,,,,not studied,not studied
,,けれど/けれども,however,N4,Vocabulary,,,,,not studied,not studied
原因,,げんいん,"cause,source",N4,Vocabulary,,,,,not studied,not studied
,,けんか・する,to quarrel,N4,Vocabulary,,,,,not studied,not studied
研究,,けんきゅう,research,N4,Vocabulary,,,,,not studied,not studied
研究室,,けんきゅうしつ,"study room,laboratory",N4,Vocabulary,,,,,not studied,not studied
見物,,けんぶつ,sightseeing,N4,Vocabulary,,,,,not studied,not studied
